Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
APPROVED,Not Applicable,2024-04-04T13:32:06.693000Z,2024-04-04T13:34:56.792000Z,2024-04-12T09:39:23.516000Z,2024-04-04T13:34:57.358767Z,171,C8TRMCWU,184,43,Female,Mixed,Italy,Italy,United Kingdom,English,No,Other
APPROVED,Not Applicable,2024-04-04T13:32:01.956000Z,2024-04-04T13:33:45.629000Z,2024-04-12T09:39:24.287000Z,2024-04-04T13:33:46.305630Z,104,C8TRMCWU,122,26,Female,Black,Zimbabwe,Japan,DATA_EXPIRED,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:32:04.672000Z,2024-04-04T13:33:18.091000Z,2024-04-12T09:39:25.015000Z,2024-04-04T14:33:19.923550Z,74,C8TRMCWU,276,26,Male,White,Poland,Poland,Poland,Polish,No,Due to start a new job within the next month
APPROVED,Not Applicable,2024-04-04T13:32:15.282000Z,2024-04-04T13:33:41.058000Z,2024-04-12T09:39:25.543000Z,2024-04-04T13:33:41.563955Z,86,C8TRMCWU,40,24,Female,Other,Chile,Chile,Chile,Spanish,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:32:18.761000Z,2024-04-04T13:34:19.685000Z,2024-04-12T09:39:26.268000Z,2024-04-04T13:34:20.374538Z,121,C8TRMCWU,72,32,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:14.201000Z,2024-04-04T13:33:23.593000Z,2024-04-12T09:39:26.825000Z,2024-04-04T13:33:24.342527Z,70,C8TRMCWU,10,22,Male,White,France,France,France,French,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:32:18.944000Z,2024-04-04T13:33:37.067000Z,2024-04-12T09:39:27.320000Z,2024-04-04T13:33:38.860397Z,79,C8TRMCWU,174,33,Female,DATA_EXPIRED,Latvia,Latvia,Latvia,Latvian,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:32:20.534000Z,2024-04-04T13:34:04.209000Z,2024-04-12T09:39:27.936000Z,2024-04-04T13:34:04.814009Z,104,C8TRMCWU,80,30,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:32:14.523000Z,2024-04-04T13:33:59.157000Z,2024-04-12T09:39:28.632000Z,2024-04-04T13:33:59.754340Z,105,C8TRMCWU,186,25,Male,Mixed,Chile,Chile,Chile,Spanish,Yes,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:34.069000Z,2024-04-04T13:36:58.891000Z,2024-04-12T09:39:29.310000Z,2024-04-04T13:37:19.932440Z,265,C8TRMCWU,14,19,Female,Asian,Germany,Germany,Germany,Vietnamese,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:34.626000Z,2024-04-04T13:34:07.268000Z,2024-04-12T09:39:30.107000Z,2024-04-04T13:34:07.850549Z,93,C8TRMCWU,239,28,Female,White,Italy,Italy,Italy,Italian,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:34.829000Z,2024-04-04T13:33:13.927000Z,2024-04-12T09:39:30.797000Z,2024-04-04T14:33:20.113264Z,40,C8TRMCWU,284,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:32.830000Z,2024-04-04T13:33:06.201000Z,2024-04-12T09:39:31.539000Z,2024-04-04T13:33:06.814614Z,34,C8TRMCWU,411,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:36.092000Z,2024-04-04T13:33:27.958000Z,2024-04-12T09:39:32.296000Z,2024-04-04T14:33:28.748722Z,52,C8TRMCWU,1165,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-04-04T13:32:40.266000Z,2024-04-04T13:35:10.186000Z,2024-04-12T09:39:33.016000Z,2024-04-04T13:35:10.876288Z,150,C8TRMCWU,265,35,Female,White,Italy,Italy,Italy,Italian,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:41.134000Z,2024-04-04T13:34:23.426000Z,2024-04-12T09:39:33.738000Z,2024-04-04T13:34:23.988922Z,103,C8TRMCWU,282,24,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:42.286000Z,2024-04-04T13:33:33.837000Z,2024-04-12T09:39:34.297000Z,2024-04-04T13:33:34.536842Z,52,60f495394ea7ab207b687dce@email.prolific.com,26,28,Female,Black,South Africa,South Africa,South Africa,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:32:52.233000Z,2024-04-04T13:36:35.606000Z,2024-04-12T09:39:35.012000Z,2024-04-04T13:36:44.151969Z,224,C8TRMCWU,231,29,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:32:59.912000Z,2024-04-04T13:34:43.268000Z,2024-04-12T09:39:35.560000Z,2024-04-04T13:34:44.901157Z,104,C8TRMCWU,0,25,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:32:56.330000Z,2024-04-04T13:34:35.512000Z,2024-04-12T09:39:36.079000Z,2024-04-04T13:34:36.388070Z,100,C8TRMCWU,606,79,Male,White,Canada,Canada,Canada,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-04-04T13:32:56.571000Z,2024-04-04T13:33:56.804000Z,2024-04-12T09:39:36.671000Z,2024-04-04T13:33:57.654694Z,61,C8TRMCWU,269,28,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:32:57.586000Z,2024-04-04T13:34:01.779000Z,2024-04-12T09:39:37.298000Z,2024-04-04T13:34:02.281045Z,65,C8TRMCWU,883,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-04-04T13:33:00.764000Z,2024-04-04T13:33:57.100000Z,2024-04-12T09:39:37.858000Z,2024-04-04T13:33:57.823924Z,57,C8TRMCWU,217,23,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:10.918000Z,2024-04-04T13:35:10.946000Z,2024-04-12T09:39:38.283000Z,2024-04-04T13:35:11.573815Z,121,C8TRMCWU,439,72,Male,White,Germany,Ireland,Germany,German,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
APPROVED,Not Applicable,2024-04-04T13:32:59.532000Z,2024-04-04T13:34:45.505000Z,2024-04-12T09:39:38.905000Z,2024-04-04T13:34:46.377585Z,106,C8TRMCWU,1185,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:05.899000Z,2024-04-04T13:34:05.620000Z,2024-04-12T09:39:39.549000Z,2024-04-04T13:34:06.252850Z,60,C8TRMCWU,52,33,Female,White,Spain,Spain,Spain,Catalan,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:03.512000Z,2024-04-04T13:34:56.975000Z,2024-04-12T09:39:40.095000Z,2024-04-04T13:34:57.638035Z,114,C8TRMCWU,174,22,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:33:12.827000Z,2024-04-04T13:35:18.863000Z,2024-04-12T09:39:40.658000Z,2024-04-04T14:36:17.555875Z,127,C8TRMCWU,23,32,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:33:13.838000Z,2024-04-04T13:34:48.044000Z,2024-04-12T09:39:41.221000Z,2024-04-04T13:34:48.650732Z,95,C8TRMCWU,62,21,Female,White,South Africa,South Africa,South Africa,Afrikaans,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:33:12.229000Z,2024-04-04T13:34:32.454000Z,2024-04-12T09:39:41.764000Z,2024-04-04T13:34:32.987770Z,81,C8TRMCWU,28,20,Female,Other,Algeria,France,Algeria,Arabic,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:33:24.173000Z,2024-04-04T13:37:46.389000Z,2024-04-12T09:39:42.298000Z,2024-04-04T13:40:06.178030Z,263,C8TRMCWU,64,48,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:12.618000Z,2024-04-04T13:35:23.183000Z,2024-04-12T09:39:42.861000Z,2024-04-04T13:35:24.279647Z,131,C8TRMCWU,85,41,Male,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:16.964000Z,2024-04-04T13:35:53.361000Z,2024-04-12T09:39:43.538000Z,2024-04-04T13:36:02.568073Z,157,C8TRMCWU,241,34,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:33:12.759000Z,2024-04-04T13:36:12.772000Z,2024-04-12T09:39:44.089000Z,2024-04-04T13:36:22.563824Z,181,C8TRMCWU,328,25,Female,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:33:16.579000Z,2024-04-04T13:34:25.055000Z,2024-04-12T09:39:44.650000Z,2024-04-04T13:34:25.754856Z,69,C8TRMCWU,256,24,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
APPROVED,Not Applicable,2024-04-04T13:37:15.857000Z,2024-04-04T13:38:11.873000Z,2024-04-12T09:39:45.194000Z,2024-04-04T13:40:23.036773Z,57,C8TRMCWU,444,29,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:18.030000Z,2024-04-04T13:34:19.369000Z,2024-04-12T09:39:45.800000Z,2024-04-04T13:34:20.049748Z,62,C8TRMCWU,187,23,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Due to start a new job within the next month
APPROVED,Not Applicable,2024-04-04T13:33:38.636000Z,2024-04-04T13:34:22.068000Z,2024-04-12T09:39:46.296000Z,2024-04-04T13:34:23.166125Z,44,C8TRMCWU,601,33,Male,White,Germany,Germany,Germany,German,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:33:21.362000Z,2024-04-04T13:35:21.124000Z,2024-04-12T09:39:46.787000Z,2024-04-04T14:36:18.773061Z,120,C8TRMCWU,837,40,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:33:25.610000Z,2024-04-04T13:35:05.198000Z,2024-04-12T09:39:47.311000Z,2024-04-04T13:35:05.719895Z,100,C8TRMCWU,430,54,Male,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:33.379000Z,2024-04-04T13:35:23.256000Z,2024-04-12T09:39:47.811000Z,2024-04-04T13:35:24.721967Z,110,C8TRMCWU,588,34,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:48.345000Z,2024-04-04T13:35:37.505000Z,2024-04-12T09:39:48.366000Z,2024-04-04T13:35:43.414749Z,110,C8TRMCWU,113,29,Female,Mixed,Mexico,Mexico,Mexico,Spanish,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:35.329000Z,2024-04-04T13:38:13.754000Z,2024-04-12T09:39:49.013000Z,2024-04-04T13:40:30.943828Z,279,C8TRMCWU,555,34,Female,White,Portugal,Portugal,Portugal,Portuguese,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:33:32.523000Z,2024-04-04T13:34:12.852000Z,2024-04-12T09:39:49.514000Z,2024-04-04T13:34:13.534374Z,41,C8TRMCWU,280,24,Male,White,Poland,Poland,Poland,Polish,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:33:32.935000Z,2024-04-04T13:34:30.509000Z,2024-04-12T09:39:50.034000Z,2024-04-04T13:34:31.950312Z,58,C8TRMCWU,87,28,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:35.759000Z,2024-04-04T13:35:00.569000Z,2024-04-12T09:39:50.607000Z,2024-04-04T13:35:01.911921Z,85,C8TRMCWU,250,22,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:33:39.153000Z,2024-04-04T13:34:27.425000Z,2024-04-12T09:39:51.460000Z,2024-04-04T13:34:28.168388Z,49,C8TRMCWU,618,30,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:44.827000Z,2024-04-04T13:36:11.686000Z,2024-04-12T09:39:51.963000Z,2024-04-04T13:36:19.776769Z,87,C8TRMCWU,72,24,Female,White,Greece,Greece,Greece,Greek,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:33:42.640000Z,2024-04-04T13:34:47.837000Z,2024-04-12T09:39:52.415000Z,2024-04-04T13:34:48.568024Z,66,C8TRMCWU,90,27,Female,Asian,China,Netherlands,China,Chinese,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:43.017000Z,2024-04-04T13:34:40.364000Z,2024-04-12T09:39:53.069000Z,2024-04-04T13:34:40.986065Z,58,C8TRMCWU,117,20,Male,White,Poland,Poland,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:34:00.145000Z,2024-04-04T13:35:32.987000Z,2024-04-12T09:39:53.569000Z,2024-04-04T13:35:35.378985Z,93,C8TRMCWU,115,52,Female,White,South Africa,South Africa,South Africa,English,No,Other
APPROVED,Not Applicable,2024-04-04T13:33:49.694000Z,2024-04-04T13:35:01.389000Z,2024-04-12T09:39:54.344000Z,2024-04-04T13:35:02.068819Z,72,C8TRMCWU,426,34,Female,White,Estonia,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:33:46.098000Z,2024-04-04T13:34:26.438000Z,2024-04-12T09:39:54.874000Z,2024-04-04T13:34:27.134384Z,41,C8TRMCWU,20,23,Male,White,Norway,Norway,Norway,Norwegian,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:33:57.647000Z,2024-04-04T13:35:48.266000Z,2024-04-12T09:39:55.240000Z,2024-04-04T13:35:57.348499Z,111,C8TRMCWU,96,29,Female,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:33:55.728000Z,2024-04-04T13:36:03.016000Z,2024-04-12T09:39:55.688000Z,2024-04-04T13:36:11.951880Z,128,C8TRMCWU,332,31,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:34:14.340000Z,2024-04-04T13:35:55.594000Z,2024-04-12T09:39:56.224000Z,2024-04-04T13:36:04.908386Z,102,C8TRMCWU,68,36,Female,White,Greece,Greece,Greece,Greek,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:02.281000Z,2024-04-04T13:36:34.543000Z,2024-04-12T09:39:56.717000Z,2024-04-04T13:36:42.916150Z,153,C8TRMCWU,246,27,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:33:58.430000Z,2024-04-04T13:34:54.288000Z,2024-04-12T09:39:57.189000Z,2024-04-04T13:34:54.861995Z,56,C8TRMCWU,52,28,Female,White,Latvia,Latvia,Latvia,Russian,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:34:01.452000Z,2024-04-04T13:34:35.954000Z,2024-04-12T09:39:57.649000Z,2024-04-04T13:34:36.623504Z,35,C8TRMCWU,1323,33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:09.793000Z,2024-04-04T13:35:33.015000Z,2024-04-12T09:39:58.039000Z,2024-04-04T13:35:35.698006Z,84,C8TRMCWU,185,28,Male,White,Finland,Finland,Finland,Finnish,No,Part-Time
APPROVED,Not Applicable,2024-04-04T13:34:06.702000Z,2024-04-04T13:34:51.369000Z,2024-04-12T09:39:58.566000Z,2024-04-04T13:34:52.166239Z,45,C8TRMCWU,376,28,Male,White,Italy,Italy,Italy,Italian,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:34:11.457000Z,2024-04-04T13:35:57.803000Z,2024-04-12T09:39:59.326000Z,2024-04-04T13:36:06.051937Z,107,C8TRMCWU,1,22,Female,White,Italy,Italy,Italy,Italian,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:34:11.544000Z,2024-04-04T13:35:27.838000Z,2024-04-12T09:39:59.833000Z,2024-04-04T13:35:29.417898Z,77,C8TRMCWU,296,31,Female,Black,Zimbabwe,South Africa,Zimbabwe,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:06.290000Z,2024-04-04T13:35:03.660000Z,2024-04-12T09:40:00.377000Z,2024-04-04T13:35:04.329355Z,58,C8TRMCWU,311,30,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:13.848000Z,2024-04-04T13:36:08.006000Z,2024-04-12T09:40:01.194000Z,2024-04-04T13:36:15.620862Z,115,C8TRMCWU,66,28,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:13.912000Z,2024-04-04T13:36:08.016000Z,2024-04-12T09:40:01.758000Z,2024-04-04T13:36:15.868539Z,115,C8TRMCWU,229,31,Female,White,Poland,Spain,Poland,Polish,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:34:17.336000Z,2024-04-04T13:37:27.883000Z,2024-04-12T09:40:02.610000Z,2024-04-04T13:38:44.216913Z,191,C8TRMCWU,1391,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:19.182000Z,2024-04-04T13:35:55.013000Z,2024-04-12T09:40:03.027000Z,2024-04-04T13:36:04.466382Z,96,C8TRMCWU,176,26,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:25.636000Z,2024-04-04T13:35:48.489000Z,2024-04-12T09:40:03.517000Z,2024-04-04T13:35:57.045193Z,83,C8TRMCWU,344,29,Female,Black,Botswana,South Africa,Botswana,English,Yes,Part-Time
APPROVED,Not Applicable,2024-04-04T13:34:24.599000Z,2024-04-04T13:35:51.226000Z,2024-04-12T09:40:03.939000Z,2024-04-04T13:36:01.165984Z,87,C8TRMCWU,294,24,Male,Mixed,United States,Chile,United States,English,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:34:20.740000Z,2024-04-04T13:35:53.938000Z,2024-04-12T09:40:04.458000Z,2024-04-04T13:36:03.081492Z,94,C8TRMCWU,137,21,Male,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:34:28.496000Z,2024-04-04T13:36:04.103000Z,2024-04-12T09:40:05.012000Z,2024-04-04T13:36:12.212821Z,96,C8TRMCWU,1186,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
APPROVED,Not Applicable,2024-04-04T13:34:33.263000Z,2024-04-04T13:37:21.045000Z,2024-04-12T09:40:05.522000Z,2024-04-04T13:38:24.385033Z,168,C8TRMCWU,5,52,Male,Asian,Korea,Korea,Korea,Korean,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:30.603000Z,2024-04-04T13:36:29.692000Z,2024-04-12T09:40:05.996000Z,2024-04-04T13:36:39.592264Z,120,C8TRMCWU,71,20,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
APPROVED,Not Applicable,2024-04-04T13:34:28.623000Z,2024-04-04T13:35:52.945000Z,2024-04-12T09:40:06.455000Z,2024-04-04T13:36:01.305492Z,85,C8TRMCWU,61,34,Male,White,South Africa,South Africa,South Africa,Afrikaans,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:22.138000Z,2024-04-04T13:42:35.003000Z,2024-04-12T09:40:07.169000Z,2024-04-04T13:42:35.539594Z,493,C8TRMCWU,66,31,Male,White,Poland,Poland,Poland,Polish,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:31.970000Z,2024-04-04T13:36:13.039000Z,2024-04-12T09:40:07.669000Z,2024-04-04T13:36:23.877406Z,102,C8TRMCWU,106,29,Female,Black,South Africa,South Africa,South Africa,English,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:34:28.013000Z,2024-04-04T13:35:30.221000Z,2024-04-12T09:40:08.139000Z,2024-04-04T13:35:31.820658Z,63,C8TRMCWU,356,28,Male,Mixed,Greece,Greece,Greece,Greek,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:29.448000Z,2024-04-04T13:35:25.970000Z,2024-04-12T09:40:08.670000Z,2024-04-04T13:35:27.510597Z,57,C8TRMCWU,545,23,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
APPROVED,Not Applicable,2024-04-04T13:34:46.454000Z,2024-04-04T13:37:32.966000Z,2024-04-12T09:40:09.258000Z,2024-04-04T13:39:09.608590Z,167,C8TRMCWU,9,33,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:33.227000Z,2024-04-04T13:35:45.767000Z,2024-04-12T09:40:09.786000Z,2024-04-04T13:35:53.268352Z,73,C8TRMCWU,7,23,Female,White,Brazil,France,Brazil,Portuguese,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:36.120000Z,2024-04-04T13:35:14.006000Z,2024-04-12T09:40:10.309000Z,2024-04-04T14:35:15.172686Z,38,C8TRMCWU,203,24,Male,White,Latvia,Latvia,Latvia,Latvian,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:35.914000Z,2024-04-04T13:35:48.278000Z,2024-04-12T09:40:10.943000Z,2024-04-04T13:35:56.229236Z,73,C8TRMCWU,116,28,Female,Other,Guatemala,Germany,Guatemala,Spanish,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:34:37.455000Z,2024-04-04T13:35:31.783000Z,2024-04-12T09:40:11.454000Z,2024-04-04T13:35:35.591986Z,55,C8TRMCWU,40,19,Female,Asian,Korea,Korea,Korea,Korean,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:34:37.778000Z,2024-04-04T13:35:48.765000Z,2024-04-12T09:40:11.902000Z,2024-04-04T13:35:58.258609Z,71,C8TRMCWU,417,22,Female,White,Latvia,Latvia,Latvia,Russian,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:46.186000Z,2024-04-04T13:36:16.649000Z,2024-04-12T09:40:12.433000Z,2024-04-04T13:36:27.665883Z,91,C8TRMCWU,647,45,Female,White,Finland,Finland,Finland,Finnish,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:34:47.841000Z,2024-04-04T13:36:02.538000Z,2024-04-12T09:40:12.929000Z,2024-04-04T13:36:11.077174Z,75,C8TRMCWU,832,37,Male,White,Estonia,Estonia,Estonia,Estonian,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:50.889000Z,2024-04-04T13:36:30.486000Z,2024-04-12T09:40:13.484000Z,2024-04-04T13:36:39.514785Z,100,C8TRMCWU,226,23,Male,Mixed,South Africa,South Africa,South Africa,English,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:34:47.981000Z,2024-04-04T13:37:17.729000Z,2024-04-12T09:40:14.026000Z,2024-04-04T13:38:14.180540Z,150,C8TRMCWU,176,21,Male,Black,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:35:03.810000Z,2024-04-04T13:48:00.551000Z,2024-04-12T09:40:14.472000Z,2024-04-04T14:49:09.992686Z,777,C8TRMCWU,230,35,Female,Black,Lesotho,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:34:48.429000Z,2024-04-04T13:35:43.086000Z,2024-04-12T09:40:15.069000Z,2024-04-04T13:35:49.905397Z,55,C8TRMCWU,570,32,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:34:59.905000Z,2024-04-04T13:35:59.717000Z,2024-04-12T09:40:15.595000Z,2024-04-04T13:36:08.851504Z,60,C8TRMCWU,187,24,Female,White,Slovenia,Slovenia,Slovenia,Slovenian,Yes,Part-Time
APPROVED,Not Applicable,2024-04-04T13:34:57.197000Z,2024-04-04T13:36:21.625000Z,2024-04-12T09:40:16.111000Z,2024-04-04T13:36:32.100866Z,85,C8TRMCWU,759,35,Male,Other,United States,Mexico,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED
APPROVED,Not Applicable,2024-04-04T13:34:52.591000Z,2024-04-04T13:36:13.035000Z,2024-04-12T09:40:16.627000Z,2024-04-04T13:36:22.921650Z,81,C8TRMCWU,363,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
APPROVED,Not Applicable,2024-04-04T13:35:00.616000Z,2024-04-04T13:35:46.151000Z,2024-04-12T09:40:17.138000Z,2024-04-04T13:35:53.826403Z,46,C8TRMCWU,322,25,Male,White,Italy,Italy,Italy,Italian,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:35:09.246000Z,2024-04-04T13:38:03.703000Z,2024-04-12T09:40:17.567000Z,2024-04-04T13:40:13.492422Z,175,C8TRMCWU,165,28,Male,Black,South Africa,South Africa,South Africa,English,No,Full-Time
APPROVED,Not Applicable,2024-04-04T13:35:10.696000Z,2024-04-04T13:37:48.082000Z,2024-04-12T09:40:18.115000Z,2024-04-04T13:40:06.852388Z,158,C8TRMCWU,20,24,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,Yes,Other
APPROVED,Not Applicable,2024-04-04T13:35:02.615000Z,2024-04-04T13:38:20.355000Z,2024-04-12T09:40:18.626000Z,2024-04-04T13:40:32.650969Z,198,C8TRMCWU,108,25,Male,Mixed,Chile,Chile,Chile,Spanish,Yes,Due to start a new job within the next month
APPROVED,Not Applicable,2024-04-04T13:35:07.387000Z,2024-04-04T13:36:22.549000Z,2024-04-12T09:40:19.214000Z,2024-04-04T13:36:32.710374Z,76,C8TRMCWU,599,34,Female,White,Spain,Spain,Spain,Spanish,Yes,Full-Time
APPROVED,Not Applicable,2024-04-04T13:35:13.416000Z,2024-04-04T13:37:09.472000Z,2024-04-12T09:40:19.718000Z,2024-04-04T13:37:39.908401Z,117,C8TRMCWU,12,26,Female,White,Turkey,Germany,Turkey,Turkish,No,Unemployed (and job seeking)
APPROVED,Not Applicable,2024-04-04T13:35:09.504000Z,2024-04-04T13:36:19.895000Z,2024-04-12T09:40:20.218000Z,2024-04-04T13:36:30.182236Z,71,C8TRMCWU,392,43,Female,White,South Africa,South Africa,South Africa,Afrikaans,DATA_EXPIRED,DATA_EXPIRED
